	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Kappa statistic	Mean absolute error	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Relative absolute error	Root mean squared error	Root relative squared error	Total number correct	Total number incorrect	Youden Index
utahontario1_BIOCARTA_ATM_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5767722473604827	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	-0.047044632086851675	0.4291356262318597	3.0	0.0	3.0	121.0	82.0	39.0	39.0	0.0	39.0	85.0	82.0	3.0	0.024193548387096774	0.0	1.0	0.9758064516129032	0.6776859504132231	0.32231404958677684	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9647058823529412	0.03529411764705882	99.27176523906691	0.4681388759315864	100.81981503421073	82	42	-0.03529411764705881
utahontario1_BIOCARTA_ATRBRCA_PATHWAY_weka_svm_weights_r_svm_rbf	0.6387959866220736	0.6666666666666666	0.36111111111111116	0.02777777777777779	NA	0.33333333333333337	0.13253012048192772	0.43049163049069306	3.0	2.0	1.0	33.0	22.0	11.0	13.0	2.0	11.0	23.0	22.0	1.0	0.08333333333333333	0.6666666666666666	0.3333333333333333	0.9166666666666666	0.6666666666666666	0.3333333333333333	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.9565217391304348	0.043478260869565216	92.88841490714009	0.4701604165683835	97.87295052219463	24	12	0.11036789297658878
utahontario1_BIOCARTA_ATRBRCA_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6609351432880844	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.009693679720821993	0.4174087028044346	6.0	2.0	4.0	118.0	81.0	37.0	39.0	2.0	37.0	85.0	81.0	4.0	0.04838709677419355	0.3333333333333333	0.6666666666666666	0.9516129032258065	0.6864406779661016	0.3135593220338983	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9529411764705882	0.047058823529411764	96.55898093894714	0.4582640937093224	98.69315184015193	83	41	0.004223227752639502
utahontario1_BIOCARTA_BAD_PATHWAY_weka_svm_weights_r_svm_rbf	0.5618729096989966	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.07874015748031475	0.4439951079568212	4.0	2.0	2.0	32.0	21.0	11.0	13.0	2.0	11.0	23.0	21.0	2.0	0.1111111111111111	0.5	0.5	0.8888888888888888	0.65625	0.34375	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.9130434782608695	0.08695652173913043	95.8020990039324	0.48894342120238987	101.78299487816155	23	13	0.06688963210702337
utahontario1_BIOCARTA_BAD_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6307692307692307	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.10247619047619076	0.407709565270773	9.0	5.0	4.0	115.0	81.0	34.0	39.0	5.0	34.0	85.0	81.0	4.0	0.07258064516129033	0.5555555555555556	0.4444444444444444	0.9274193548387096	0.7043478260869566	0.2956521739130435	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9529411764705882	0.047058823529411764	94.31528350296952	0.4521428257189824	97.37485691039885	86	38	0.08114630467571637
utahontario1_BIOCARTA_BARRESTIN_PATHWAY_weka_svm_weights_r_svm_rbf	0.6722408026755853	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	-0.05439330543933049	0.42572696769408	1.0	0.0	1.0	35.0	22.0	13.0	13.0	0.0	13.0	23.0	22.0	1.0	0.027777777777777776	0.0	1.0	0.9722222222222222	0.6285714285714286	0.37142857142857144	0.3611111111111111	0.0	1.0	0.6388888888888888	0.9565217391304348	0.043478260869565216	91.86032993777627	0.46523057047800753	96.84670806221243	22	14	-0.04347826086956519
utahontario1_BIOCARTA_BARRESTIN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5200603318250379	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.03482179434657944	0.4278505007156829	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	98.97447768998866	0.4646155723606462	100.06102563945115	85	39	0.0
utahontario1_BIOCARTA_BARRESTIN_SRC_PATHWAY_weka_svm_weights_r_svm_rbf	0.6989966555183946	0.6666666666666666	0.36111111111111116	0.02777777777777779	NA	0.33333333333333337	0.16602316602316594	0.4159557640596439	5.0	3.0	2.0	31.0	21.0	10.0	13.0	3.0	10.0	23.0	21.0	2.0	0.1388888888888889	0.6	0.4	0.8611111111111112	0.6774193548387096	0.3225806451612903	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.9130434782608695	0.08695652173913043	89.75196927974652	0.45472215841685165	94.65917959855504	24	12	0.14381270903010024
utahontario1_BIOCARTA_BARRESTIN_SRC_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6717948717948717	0.717741935483871	0.3145161290322581	0.032258064516129115	NA	0.282258064516129	0.26164623467600706	0.3767827240421428	18.0	11.0	7.0	106.0	78.0	28.0	39.0	11.0	28.0	85.0	78.0	7.0	0.14516129032258066	0.6111111111111112	0.3888888888888889	0.8548387096774194	0.7358490566037735	0.2641509433962264	0.31451612903225806	0.28205128205128205	0.717948717948718	0.6854838709677419	0.9176470588235294	0.08235294117647059	87.1609902344454	0.44303492473322925	95.41335159660447	89	35	0.19969834087481142
utahontario1_BIOCARTA_BARR_MAPK_PATHWAY_weka_svm_weights_r_svm_rbf	0.7491638795986622	0.6666666666666666	0.36111111111111116	0.02777777777777779	NA	0.33333333333333337	0.3028169014084506	0.39268528277398057	9.0	5.0	4.0	27.0	19.0	8.0	13.0	5.0	8.0	23.0	19.0	4.0	0.25	0.5555555555555556	0.4444444444444444	0.75	0.7037037037037037	0.2962962962962963	0.3611111111111111	0.38461538461538464	0.6153846153846154	0.6388888888888888	0.8260869565217391	0.17391304347826086	84.73083073104186	0.4386042073193376	91.30391749078315	24	12	0.21070234113712383
utahontario1_BIOCARTA_BARR_MAPK_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6719457013574661	0.717741935483871	0.3145161290322581	0.032258064516129115	NA	0.282258064516129	0.16602613374327446	0.4014289956348381	6.0	5.0	1.0	118.0	84.0	34.0	39.0	5.0	34.0	85.0	84.0	1.0	0.04838709677419355	0.8333333333333334	0.16666666666666666	0.9516129032258065	0.711864406779661	0.288135593220339	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9882352941176471	0.011764705882352941	92.86240195141714	0.4440962935787523	95.64193122583471	89	35	0.1164404223227753
utahontario1_BIOCARTA_BCELLSURVIVAL_PATHWAY_weka_svm_weights_r_svm_rbf	0.47826086956521746	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	-0.05439330543933049	0.46232189412176616	1.0	0.0	1.0	35.0	22.0	13.0	13.0	0.0	13.0	23.0	22.0	1.0	0.027777777777777776	0.0	1.0	0.9722222222222222	0.6285714285714286	0.37142857142857144	0.3611111111111111	0.0	1.0	0.6388888888888888	0.9565217391304348	0.043478260869565216	99.75652226475965	0.494532794120463	102.94653055616156	22	14	-0.04347826086956519
utahontario1_BIOCARTA_BCELLSURVIVAL_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5190045248868779	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.06987761547572073	0.4262333447030728	3.0	2.0	1.0	121.0	84.0	37.0	39.0	2.0	37.0	85.0	84.0	1.0	0.024193548387096774	0.6666666666666666	0.3333333333333333	0.9758064516129032	0.6942148760330579	0.30578512396694213	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9882352941176471	0.011764705882352941	98.60038166480327	0.46625532594265584	100.4141679682332	86	38	0.03951734539969842
utahontario1_BIOCARTA_BCR_PATHWAY_weka_svm_weights_r_svm_rbf	0.6187290969899666	0.6666666666666666	0.36111111111111116	0.02777777777777779	NA	0.33333333333333337	0.2258064516129032	0.4280679998219492	9.0	5.0	4.0	27.0	19.0	8.0	13.0	5.0	8.0	23.0	19.0	4.0	0.25	0.5555555555555556	0.4444444444444444	0.75	0.7037037037037037	0.2962962962962963	0.3611111111111111	0.38461538461538464	0.6153846153846154	0.6388888888888888	0.8260869565217391	0.17391304347826086	92.36546116031964	0.4708850510144277	98.02379714557057	24	12	0.21070234113712383
utahontario1_BIOCARTA_BCR_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6980392156862745	0.7258064516129032	0.3145161290322581	0.040322580645161366	NA	0.27419354838709675	0.19695238095238116	0.3717522140981496	9.0	7.0	2.0	115.0	83.0	32.0	39.0	7.0	32.0	85.0	83.0	2.0	0.07258064516129033	0.7777777777777778	0.2222222222222222	0.9274193548387096	0.7217391304347827	0.2782608695652174	0.31451612903225806	0.1794871794871795	0.8205128205128205	0.6854838709677419	0.9764705882352941	0.023529411764705882	85.99728446949204	0.4326504583203651	93.1769212619297	90	34	0.1559577677224735
utahontario1_BIOCARTA_BIOPEPTIDES_PATHWAY_weka_svm_weights_r_svm_rbf	0.6237458193979933	0.6944444444444444	0.36111111111111116	0.05555555555555558	NA	0.3055555555555556	0.25	0.4294184055241077	4.0	3.0	1.0	32.0	22.0	10.0	13.0	3.0	10.0	23.0	22.0	1.0	0.1111111111111111	0.75	0.25	0.8888888888888888	0.6875	0.3125	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.9565217391304348	0.043478260869565216	92.65684207523333	0.4726200869394287	98.38497830684587	25	11	0.18729096989966565
utahontario1_BIOCARTA_BIOPEPTIDES_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.653393665158371	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.10244988864142528	0.4078425088059863	11.0	6.0	5.0	113.0	80.0	33.0	39.0	6.0	33.0	85.0	80.0	5.0	0.08870967741935484	0.5454545454545454	0.45454545454545453	0.9112903225806451	0.7079646017699115	0.2920353982300885	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9411764705882353	0.058823529411764705	94.34603727546245	0.45471117041065306	97.92798345055864	86	38	0.09502262443438925
utahontario1_BIOCARTA_BLYMPHOCYTE_PATHWAY_weka_svm_weights_r_svm_rbf	0.5852842809364549	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44559036790373185	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.14631282213016	0.48114636960352547	100.15988834162124	23	13	0.0
utahontario1_BIOCARTA_BLYMPHOCYTE_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4211161387631976	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.43498101532472555	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.6239766572922	0.46967210004992543	101.15001485303442	85	39	0.0
utahontario1_BIOCARTA_CACAM_PATHWAY_weka_svm_weights_r_svm_rbf	0.5919732441471572	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4232445548827655	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	91.32469259930967	0.48248601466973234	100.43876127660619	23	13	0.0
utahontario1_BIOCARTA_CACAM_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5903469079939669	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	-0.01597705858254827	0.42344299460331764	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	97.95489114128277	0.46208769364257746	99.51661397469154	84	40	-0.0117647058823529
utahontario1_BIOCARTA_CALCINEURIN_PATHWAY_weka_svm_weights_r_svm_rbf	0.5217391304347826	0.5555555555555556	0.36111111111111116	-0.08333333333333326	NA	0.4444444444444444	-0.0706319702602231	0.4607069815188839	7.0	2.0	5.0	29.0	18.0	11.0	13.0	2.0	11.0	23.0	18.0	5.0	0.19444444444444445	0.2857142857142857	0.7142857142857143	0.8055555555555556	0.6206896551724138	0.3793103448275862	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.782608695652174	0.21739130434782608	99.40806793656675	0.5096748947010291	106.0986505745602	20	16	-0.0635451505016722
utahontario1_BIOCARTA_CALCINEURIN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5276018099547513	0.717741935483871	0.3145161290322581	0.032258064516129115	NA	0.282258064516129	0.15101721439749613	0.4177729161272871	6.0	5.0	1.0	118.0	84.0	34.0	39.0	5.0	34.0	85.0	84.0	1.0	0.04838709677419355	0.8333333333333334	0.16666666666666666	0.9516129032258065	0.711864406779661	0.288135593220339	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9882352941176471	0.011764705882352941	96.64323425485249	0.4610859708656628	99.30087990457586	89	35	0.1164404223227753
utahontario1_BIOCARTA_CARDIACEGF_PATHWAY_weka_svm_weights_r_svm_rbf	0.47826086956521746	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4567033278550688	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	98.54418809238709	0.4861541724633111	101.20235900535356	23	13	0.0
utahontario1_BIOCARTA_CARDIACEGF_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6147812971342385	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.020923805763916253	0.41743927888149623	4.0	2.0	2.0	120.0	83.0	37.0	39.0	2.0	37.0	85.0	83.0	2.0	0.03225806451612903	0.5	0.5	0.967741935483871	0.6916666666666667	0.30833333333333335	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9764705882352941	0.023529411764705882	96.56605409008736	0.45666128665330585	98.34796642780704	85	39	0.0277526395173453
utahontario1_BIOCARTA_CARM1_PATHWAY_weka_svm_weights_r_svm_rbf	0.6622073578595318	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4451112347772626	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.04292889200241	0.4792233626190175	99.75957738217829	23	13	0.0
utahontario1_BIOCARTA_CARM1_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5586726998491706	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	0.0028146361077602627	0.42366632793729486	3.0	1.0	2.0	121.0	83.0	38.0	39.0	1.0	38.0	85.0	83.0	2.0	0.024193548387096774	0.3333333333333333	0.6666666666666666	0.9758064516129032	0.6859504132231405	0.3140495867768595	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9764705882352941	0.023529411764705882	98.00655474818328	0.46049317981508847	99.17321461731703	84	40	0.002111613876319751
utahontario1_BIOCARTA_CARM_ER_PATHWAY_weka_svm_weights_r_svm_rbf	0.6387959866220736	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4450983139261061	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.04014092285696	0.4760162194761766	99.09194873656004	23	13	0.0
utahontario1_BIOCARTA_CARM_ER_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.42745098039215684	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	-0.03165584415584442	0.43575909964790976	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	100.80397057890059	0.47120958511504807	101.48113232234321	84	40	-0.0117647058823529
utahontario1_BIOCARTA_CASPASE_PATHWAY_weka_svm_weights_r_svm_rbf	0.6053511705685619	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	0.20408163265306115	0.44921455551691536	11.0	5.0	6.0	25.0	17.0	8.0	13.0	5.0	8.0	23.0	17.0	6.0	0.3055555555555556	0.45454545454545453	0.5454545454545454	0.6944444444444444	0.68	0.32	0.3611111111111111	0.38461538461538464	0.6153846153846154	0.6388888888888888	0.7391304347826086	0.2608695652173913	96.9283141872461	0.5463706358192446	113.73757620137546	22	14	0.12374581939799323
utahontario1_BIOCARTA_CASPASE_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.7016591251885369	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	0.0383869716944552	0.39727916171736083	6.0	2.0	4.0	118.0	81.0	37.0	39.0	2.0	37.0	85.0	81.0	4.0	0.04838709677419355	0.3333333333333333	0.6666666666666666	0.9516129032258065	0.6864406779661016	0.3135593220338983	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9529411764705882	0.047058823529411764	91.90242260396874	0.4432674204692753	95.46342258688007	83	41	0.004223227752639502
utahontario1_BIOCARTA_CBL_PATHWAY_weka_svm_weights_r_svm_rbf	0.6036789297658863	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	0.15719063545150522	0.4715134855975492	7.0	3.0	4.0	29.0	19.0	10.0	13.0	3.0	10.0	23.0	19.0	4.0	0.19444444444444445	0.42857142857142855	0.5714285714285714	0.8055555555555556	0.6551724137931034	0.3448275862068966	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.8260869565217391	0.17391304347826086	101.73981834344596	0.48206616402961466	100.35136127550257	22	14	0.05685618729096986
utahontario1_BIOCARTA_CBL_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.633182503770739	0.7016129032258065	0.3145161290322581	0.016129032258064613	NA	0.2983870967741935	0.18051359516616325	0.4051141986644701	8.0	5.0	3.0	116.0	82.0	34.0	39.0	5.0	34.0	85.0	82.0	3.0	0.06451612903225806	0.625	0.375	0.9354838709677419	0.7068965517241379	0.29310344827586204	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9647058823529412	0.03529411764705882	93.7148984295778	0.45037716304677533	96.99459841622767	87	37	0.0929110105580695
utahontario1_BIOCARTA_CCR3_PATHWAY_weka_svm_weights_r_svm_rbf	0.68561872909699	0.75	0.36111111111111116	0.11111111111111116	NA	0.25	0.40875912408759124	0.39568597485715507	8.0	6.0	2.0	28.0	21.0	7.0	13.0	6.0	7.0	23.0	21.0	2.0	0.2222222222222222	0.75	0.25	0.7777777777777778	0.75	0.25	0.3611111111111111	0.46153846153846156	0.5384615384615384	0.6388888888888888	0.9130434782608695	0.08695652173913043	85.37829867580255	0.4438916118058394	92.4045926209341	27	9	0.3745819397993311
utahontario1_BIOCARTA_CCR3_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6745098039215687	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.218213660245184	0.394355502000472	17.0	9.0	8.0	107.0	77.0	30.0	39.0	9.0	30.0	85.0	77.0	8.0	0.13709677419354838	0.5294117647058824	0.47058823529411764	0.8629032258064516	0.719626168224299	0.2803738317757009	0.31451612903225806	0.23076923076923078	0.7692307692307693	0.6854838709677419	0.9058823529411765	0.09411764705882353	91.22609362237752	0.4482504774111297	96.53658891638638	86	38	0.1366515837104072
utahontario1_BIOCARTA_CCR5_PATHWAY_weka_svm_weights_r_svm_rbf	0.5250836120401338	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	-0.0120481927710841	0.4516883679414075	3.0	1.0	2.0	33.0	21.0	12.0	13.0	1.0	12.0	23.0	21.0	2.0	0.08333333333333333	0.3333333333333333	0.6666666666666666	0.9166666666666666	0.6363636363636364	0.36363636363636365	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.9130434782608695	0.08695652173913043	97.46209579555924	0.4866663668767474	101.30898214230304	22	14	-0.010033444816053505
utahontario1_BIOCARTA_CCR5_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6841628959276018	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.11793335829277428	0.3983427509124667	11.0	6.0	5.0	113.0	80.0	33.0	39.0	6.0	33.0	85.0	80.0	5.0	0.08870967741935484	0.5454545454545454	0.45454545454545453	0.9112903225806451	0.7079646017699115	0.2920353982300885	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9411764705882353	0.058823529411764705	92.14846224839181	0.44389108814590916	95.59773755842761	86	38	0.09502262443438925
utahontario1_BIOCARTA_CD40_PATHWAY_weka_svm_weights_r_svm_rbf	0.5351170568561873	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.027027027027027146	0.46361292017817274	4.0	2.0	2.0	32.0	21.0	11.0	13.0	2.0	11.0	23.0	21.0	2.0	0.1111111111111111	0.5	0.5	0.8888888888888888	0.65625	0.34375	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.9130434782608695	0.08695652173913043	100.03509066305054	0.48886693614189186	101.76707303898068	23	13	0.06688963210702337
utahontario1_BIOCARTA_CD40_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6232277526395175	0.7258064516129032	0.3145161290322581	0.040322580645161366	NA	0.27419354838709675	0.24053452115812926	0.38582526468343326	11.0	8.0	3.0	113.0	82.0	31.0	39.0	8.0	31.0	85.0	82.0	3.0	0.08870967741935484	0.7272727272727273	0.2727272727272727	0.9112903225806451	0.7256637168141593	0.2743362831858407	0.31451612903225806	0.20512820512820512	0.7948717948717948	0.6854838709677419	0.9647058823529412	0.03529411764705882	89.25279738545994	0.43770954045033406	94.26646060764492	90	34	0.16983408748114637
